cve,rank,reports_submitted_count,epss
CVE-2020-8218,2215,1,0.02583
CVE-2020-8225,2215,1,0.00196
CVE-2020-8227,2215,1,0.0128
CVE-2020-8228,2215,1,0.00168
CVE-2020-8230,2215,1,0.00044
CVE-2020-8232,2215,1,0.0009
CVE-2020-8234,2215,1,0.02745
CVE-2020-8236,2215,1,0.00094
CVE-2020-8237,2215,1,0.00115
CVE-2020-8237,2215,1,0.00115
CVE-2020-8238,2215,1,0.00092
CVE-2020-8238,2215,1,0.00092
CVE-2020-8238,2215,1,0.00092
CVE-2020-8242,2215,1,0.00087
CVE-2020-8242,2215,1,0.00087
CVE-2020-8243,2215,1,0.00486
CVE-2020-8244,2215,1,0.00147
CVE-2020-8248,2215,1,0.00042
CVE-2020-8249,2215,1,0.00042
CVE-2020-8251,2215,1,0.00302
CVE-2020-8251,2215,1,0.00302
CVE-2020-8251,2215,1,0.00302
CVE-2020-8254,2215,1,0.00333
CVE-2020-8255,2215,1,0.00067
CVE-2020-8259,2215,1,0.0011
CVE-2020-8260,1416,2,0.02524
CVE-2020-8261,2215,1,0.00078
CVE-2020-8261,2215,1,0.00078
CVE-2020-8261,2215,1,0.00078
CVE-2020-8264,749,6,0.00066
CVE-2020-8265,2215,1,0.00475
CVE-2020-8265,2215,1,0.00475
CVE-2020-8267,2215,1,0.00105
CVE-2020-8267,2215,1,0.00105
CVE-2020-8268,2215,1,0.00102
CVE-2020-8279,2215,1,0.00135
CVE-2020-8279,2215,1,0.00135
CVE-2020-8280,2215,1,0.00058
CVE-2020-8281,2215,1,0.00058
CVE-2020-8284,1098,3,0.00115
CVE-2020-8285,2215,1,0.0071
CVE-2020-8285,2215,1,0.0071
CVE-2020-8286,2215,1,0.00411
CVE-2020-8287,2215,1,0.00809
CVE-2020-8288,2215,1,0.00067
CVE-2020-8291,2215,1,0.00078
CVE-2020-8291,2215,1,0.00078
CVE-2020-8291,2215,1,0.00078
CVE-2020-8291,2215,1,0.00078
CVE-2020-8291,2215,1,0.00078
CVE-2020-8292,2215,1,0.00112
CVE-2020-8292,2215,1,0.00112
CVE-2020-8292,2215,1,0.00112
CVE-2020-8293,2215,1,0.00081
CVE-2020-8293,2215,1,0.00081
CVE-2020-8295,2215,1,0.00134
CVE-2020-8297,2215,1,0.00074
CVE-2020-8449,1416,2,0.00152
CVE-2020-8450,1416,2,0.91909
CVE-2020-8450,1416,2,0.91909
CVE-2020-8492,2215,1,0.00595
CVE-2020-8492,2215,1,0.00595
CVE-2020-8492,2215,1,0.00595
CVE-2020-8512,685,7,0.00692
CVE-2020-8517,1416,2,0.00431
CVE-2020-8517,1416,2,0.00431
CVE-2020-8551,2215,1,0.00134
CVE-2020-8551,2215,1,0.00134
CVE-2020-8551,2215,1,0.00134
CVE-2020-8553,2215,1,0.0009
CVE-2020-8554,2215,1,0.00238
CVE-2020-8555,2215,1,0.00099
CVE-2020-8557,1098,3,0.00044
CVE-2020-8557,1098,3,0.00044
CVE-2020-8559,1416,2,0.00341
CVE-2020-8559,1416,2,0.00341
CVE-2020-8559,1416,2,0.00341
CVE-2020-8561,2215,1,0.00078
CVE-2020-8562,2215,1,0.00075
CVE-2020-8562,2215,1,0.00075
CVE-2020-8565,2215,1,0.00044
CVE-2020-8566,2215,1,0.00047
CVE-2020-8566,2215,1,0.00047
CVE-2020-8566,2215,1,0.00047
CVE-2020-8569,2215,1,0.00066
CVE-2020-8569,2215,1,0.00066
CVE-2020-8625,91,1,0.18732
CVE-2020-8675,2215,1,0.0007
CVE-2020-8705,2215,1,0.00146
CVE-2020-8705,2215,1,0.00146
CVE-2020-8823,1416,2,0.00121
CVE-2020-8902,2215,1,0.00054
CVE-2020-8902,2215,1,0.00054
CVE-2020-8913,1098,3,0.0015
CVE-2020-8982,2215,1,0.82347
CVE-2020-8982,2215,1,0.82347
CVE-2020-8984,2215,1,0.0009
CVE-2020-8984,2215,1,0.0009
CVE-2020-9047,276,1,0.01335
CVE-2020-9287,2215,1,0.00069
CVE-2020-9290,2215,1,0.00069
CVE-2020-9344,900,4,0.00205
CVE-2020-9365,2215,1,0.00133
CVE-2020-9365,2215,1,0.00133
CVE-2020-9383,2215,1,0.00045
CVE-2020-9410,2215,1,0.00178
CVE-2020-9484,474,15,0.92247
CVE-2020-9486,2215,1,0.00122
CVE-2020-9487,2215,1,0.00126
CVE-2020-9487,2215,1,0.00126
CVE-2020-9490,499,13,0.00688
CVE-2020-9671,2215,1,0.00289
CVE-2020-9671,2215,1,0.00289
CVE-2020-9671,2215,1,0.00289
CVE-2021-0104,2215,1,0.00063
CVE-2021-0104,2215,1,0.00063
CVE-2021-0104,2215,1,0.00063
CVE-2021-0106,2215,1,0.00044
CVE-2021-0106,2215,1,0.00044
CVE-2021-0106,2215,1,0.00044
CVE-2021-0157,2215,1,0.00044
CVE-2021-0347,2215,1,0.00042
CVE-2021-0347,2215,1,0.00042
CVE-2021-0349,2215,1,0.00042
CVE-2021-0349,2215,1,0.00042
CVE-2021-0350,2215,1,0.00042
CVE-2021-0356,2215,1,0.00042
CVE-2021-0356,2215,1,0.00042
CVE-2021-0356,2215,1,0.00042
CVE-2021-0358,2215,1,0.00042
CVE-2021-0359,2215,1,0.00042
CVE-2021-0360,2215,1,0.00042
CVE-2021-0361,2215,1,0.00042
CVE-2021-0361,2215,1,0.00042
CVE-2021-0362,2215,1,0.00042
CVE-2021-0363,2215,1,0.00042
CVE-2021-0365,2215,1,0.00042
CVE-2021-0367,2215,1,0.00042
CVE-2021-0403,2215,1,0.00042
CVE-2021-0403,2215,1,0.00042
CVE-2021-0405,2215,1,0.00042
CVE-2021-0406,2215,1,0.00042
CVE-2021-0407,2215,1,0.00042
CVE-2021-0410,2215,1,0.00042
CVE-2021-0411,2215,1,0.00043
CVE-2021-0411,2215,1,0.00043
CVE-2021-0412,2215,1,0.00042
CVE-2021-0415,2215,1,0.00042
CVE-2021-0415,2215,1,0.00042
CVE-2021-0416,2215,1,0.00042
CVE-2021-0418,2215,1,0.00042
CVE-2021-0418,2215,1,0.00042
CVE-2021-0420,2215,1,0.00042
CVE-2021-0421,2215,1,0.00042
CVE-2021-0422,2215,1,0.00042
CVE-2021-0422,2215,1,0.00042
CVE-2021-0424,2215,1,0.00042
CVE-2021-0424,2215,1,0.00042
CVE-2021-0425,2215,1,0.00042
CVE-2021-0491,2215,1,0.00042
CVE-2021-0491,2215,1,0.00042
CVE-2021-0493,2215,1,0.00042
CVE-2021-0494,2215,1,0.00043
CVE-2021-0494,2215,1,0.00043
CVE-2021-0496,2215,1,0.00042
CVE-2021-0498,2215,1,0.00042
CVE-2021-0525,2215,1,0.00042
CVE-2021-0525,2215,1,0.00042
CVE-2021-0525,2215,1,0.00042
CVE-2021-0528,2215,1,0.00042
CVE-2021-0528,2215,1,0.00042
CVE-2021-0529,2215,1,0.00042
CVE-2021-0530,2215,1,0.00042
CVE-2021-0532,2215,1,0.00042
CVE-2021-0533,2215,1,0.00042
CVE-2021-0574,2215,1,0.00042
CVE-2021-0574,2215,1,0.00042
CVE-2021-0578,2215,1,0.00053
CVE-2021-0578,2215,1,0.00053
CVE-2021-0580,2215,1,0.00053
CVE-2021-0581,2215,1,0.00053
CVE-2021-0582,2215,1,0.00053
CVE-2021-0582,2215,1,0.00053
CVE-2021-0600,227,1,0.00046
CVE-2021-0612,2215,1,0.00042
CVE-2021-0612,2215,1,0.00042
CVE-2021-0614,2215,1,0.00042
CVE-2021-0614,2215,1,0.00042
CVE-2021-0614,2215,1,0.00042
CVE-2021-0614,2215,1,0.00042
CVE-2021-0614,2215,1,0.00042
CVE-2021-0615,2215,1,0.00043
CVE-2021-0615,2215,1,0.00043
CVE-2021-0615,2215,1,0.00043
CVE-2021-0616,2215,1,0.00042
CVE-2021-0618,2215,1,0.00042
CVE-2021-0618,2215,1,0.00042
CVE-2021-0618,2215,1,0.00042
CVE-2021-0618,2215,1,0.00042
CVE-2021-0620,2215,1,0.00042
CVE-2021-0621,2215,1,0.00043
CVE-2021-0621,2215,1,0.00043
CVE-2021-0621,2215,1,0.00043
CVE-2021-0621,2215,1,0.00043
CVE-2021-0624,2215,1,0.00042
CVE-2021-0625,2215,1,0.00042
CVE-2021-0626,2215,1,0.00042
CVE-2021-0626,2215,1,0.00042
CVE-2021-0627,2215,1,0.00043
CVE-2021-0628,2215,1,0.00042
CVE-2021-0628,2215,1,0.00042
CVE-2021-0630,2215,1,0.00103
CVE-2021-0631,2215,1,0.00103
CVE-2021-0631,2215,1,0.00103
CVE-2021-0632,2215,1,0.00053
CVE-2021-0633,2215,1,0.00042
CVE-2021-0633,2215,1,0.00042
CVE-2021-0635,1416,2,0.00049
CVE-2021-0635,1416,2,0.00049
CVE-2021-0655,2215,1,0.00042
CVE-2021-0655,2215,1,0.00042
CVE-2021-0657,2215,1,0.00042
CVE-2021-0658,2215,1,0.00042
CVE-2021-0658,2215,1,0.00042
CVE-2021-0660,2215,1,0.00058
CVE-2021-0664,2215,1,0.00042
CVE-2021-0664,2215,1,0.00042
CVE-2021-0664,2215,1,0.00042
CVE-2021-0665,2215,1,0.00042
CVE-2021-0665,2215,1,0.00042
CVE-2021-0666,2215,1,0.00042
CVE-2021-0666,2215,1,0.00042
CVE-2021-0667,2215,1,0.00042
CVE-2021-0668,2215,1,0.00042
CVE-2021-0668,2215,1,0.00042
CVE-2021-0669,2215,1,0.00042
CVE-2021-0670,2215,1,0.00042
CVE-2021-0670,2215,1,0.00042
CVE-2021-0670,2215,1,0.00042
CVE-2021-0670,2215,1,0.00042
CVE-2021-0671,2215,1,0.00042
CVE-2021-0676,2215,1,0.00044
CVE-2021-0677,2215,1,0.00044
CVE-2021-0678,2215,1,0.00044
CVE-2021-0678,2215,1,0.00044
CVE-2021-0678,2215,1,0.00044
CVE-2021-0679,2215,1,0.00044
CVE-2021-0893,2215,1,0.00044
CVE-2021-0893,2215,1,0.00044
CVE-2021-0893,2215,1,0.00044
CVE-2021-0893,2215,1,0.00044
CVE-2021-0893,2215,1,0.00044
CVE-2021-0893,2215,1,0.00044
CVE-2021-0895,2215,1,0.00044
CVE-2021-0895,2215,1,0.00044
CVE-2021-0896,2215,1,0.00044
CVE-2021-0896,2215,1,0.00044
CVE-2021-0898,2215,1,0.00044
CVE-2021-0899,2215,1,0.00044
CVE-2021-0899,2215,1,0.00044
CVE-2021-0902,2215,1,0.00044
CVE-2021-0903,2215,1,0.00044
CVE-2021-1049,2215,1,0.00109
CVE-2021-1310,2215,1,0.00109
CVE-2021-1310,2215,1,0.00109
CVE-2021-1445,2215,1,0.00112
CVE-2021-1504,2215,1,0.00112
CVE-2021-1585,2215,1,0.0682
CVE-2021-1585,2215,1,0.0682
CVE-2021-1675,2215,1,0.96568
CVE-2021-20031,427,2,0.01659
CVE-2021-20038,1098,3,0.94683
CVE-2021-20083,1098,3,0.20924
CVE-2021-20085,1098,3,0.00102
CVE-2021-20089,2215,1,0.00102
CVE-2021-20105,1416,2,0.00078
CVE-2021-20190,2215,1,0.00431
CVE-2021-20195,2215,1,0.00163
CVE-2021-20195,2215,1,0.00163
CVE-2021-20195,2215,1,0.00163
CVE-2021-20195,2215,1,0.00163
CVE-2021-2020,810,5,0.00459
CVE-2021-20227,2215,1,0.00067
CVE-2021-20227,2215,1,0.00067
CVE-2021-20323,202,61,0.00311
CVE-2021-20353,2215,1,0.01247
CVE-2021-20480,499,13,0.00119
CVE-2021-20517,2215,1,0.00206
CVE-2021-20746,2215,1,0.00089
CVE-2021-20837,1416,2,0.96983
CVE-2021-20837,1416,2,0.96983
CVE-2021-20865,2215,1,0.00122
CVE-2021-20866,2215,1,0.00104
CVE-2021-20866,2215,1,0.00104
CVE-2021-20866,2215,1,0.00104
CVE-2021-20867,2215,1,0.00068
CVE-2021-20867,2215,1,0.00068
CVE-2021-21019,2215,1,0.00085
CVE-2021-21023,1416,2,0.00496
CVE-2021-21027,1416,2,0.0007
CVE-2021-21027,1416,2,0.0007
CVE-2021-21087,2215,1,0.00219
CVE-2021-21156,2215,1,0.00821
CVE-2021-21156,2215,1,0.00821
CVE-2021-21156,2215,1,0.00821
CVE-2021-21220,900,4,0.97018
CVE-2021-21224,2215,1,0.63798
CVE-2021-21224,2215,1,0.63798
CVE-2021-21225,2215,1,0.00973
CVE-2021-21225,2215,1,0.00973
CVE-2021-21234,2215,1,0.96445
CVE-2021-21239,749,6,0.00202
CVE-2021-21239,749,6,0.00202
CVE-2021-21252,54,11,0.00354
CVE-2021-21307,560,10,0.9732
CVE-2021-2131,2215,1,0.00046
CVE-2021-2131,2215,1,0.00046
CVE-2021-21311,474,15,0.02092
CVE-2021-21351,1416,2,0.53064
CVE-2021-21351,1416,2,0.53064
CVE-2021-21389,900,4,0.83143
CVE-2021-21389,900,4,0.83143
CVE-2021-2144,1416,2,0.00103
CVE-2021-2144,1416,2,0.00103
CVE-2021-2146,1416,2,0.00121
CVE-2021-2166,1416,2,0.00168
CVE-2021-2166,1416,2,0.00168
CVE-2021-2166,1416,2,0.00168
CVE-2021-21671,1416,2,0.00304
CVE-2021-21678,2215,1,0.00077
CVE-2021-21682,2215,1,0.00054
CVE-2021-21682,2215,1,0.00054
CVE-2021-21684,685,7,0.00084
CVE-2021-21686,900,4,0.0021
CVE-2021-21687,900,4,0.00201
CVE-2021-21690,900,4,0.00272
CVE-2021-21691,900,4,0.00263
CVE-2021-21692,900,4,0.00276
CVE-2021-21693,900,4,0.00222
CVE-2021-21696,900,4,0.00301
CVE-2021-21696,900,4,0.00301
CVE-2021-21697,900,4,0.00178
CVE-2021-2170,2215,1,0.00121
CVE-2021-21705,900,1,0.00093
CVE-2021-2172,1416,2,0.00297
CVE-2021-2178,1416,2,0.00297
CVE-2021-2179,1416,2,0.00121
CVE-2021-2180,1416,2,0.00145
CVE-2021-21802,447,1,0.80818
CVE-2021-21881,2215,1,0.97069
CVE-2021-21881,2215,1,0.97069
CVE-2021-2194,1416,2,0.00121
CVE-2021-2197,2215,1,0.00181
CVE-2021-21972,685,7,0.97245
CVE-2021-21973,2215,1,0.16328
CVE-2021-21974,2215,1,0.92854
CVE-2021-21986,2215,1,0.00207
CVE-2021-21986,2215,1,0.00207
CVE-2021-21986,2215,1,0.00207
CVE-2021-22005,2215,1,0.97346
CVE-2021-22006,2215,1,0.00268
CVE-2021-22006,2215,1,0.00268
CVE-2021-22017,2215,1,0.06208
CVE-2021-2202,1416,2,0.00059
CVE-2021-2202,1416,2,0.00059
CVE-2021-22053,1416,2,0.54052
CVE-2021-22053,1416,2,0.54052
CVE-2021-22053,1416,2,0.54052
CVE-2021-22054,349,30,0.70333
CVE-2021-2208,1416,2,0.00059
CVE-2021-22098,810,5,0.00078
CVE-2021-22117,1416,2,0.00044
CVE-2021-2213,1416,2,0.00059
CVE-2021-22151,2215,1,0.00046
CVE-2021-2217,1416,2,0.00059
CVE-2021-2217,1416,2,0.00059
CVE-2021-22175,2215,1,0.00845
CVE-2021-22192,2215,1,0.32677
CVE-2021-22204,900,4,0.88367
CVE-2021-22204,900,4,0.88367
CVE-2021-22205,534,11,0.97443
CVE-2021-22214,415,18,0.12164
CVE-2021-22217,2215,1,0.00101
CVE-2021-22217,2215,1,0.00101
CVE-2021-2226,1416,2,0.00063
CVE-2021-2230,1416,2,0.00059
CVE-2021-2230,1416,2,0.00059
CVE-2021-2230,1416,2,0.00059
CVE-2021-2232,1416,2,0.00046
CVE-2021-22871,2215,1,0.00336
CVE-2021-22872,2215,1,0.00629
CVE-2021-22873,685,7,0.01301
CVE-2021-22874,2215,1,0.00102
CVE-2021-22876,2215,1,0.00927
CVE-2021-22876,2215,1,0.00927
CVE-2021-22878,2215,1,0.00085
CVE-2021-22878,2215,1,0.00085
CVE-2021-22879,2215,1,0.01776
CVE-2021-22880,2215,1,0.00605
CVE-2021-22881,900,4,0.00225
CVE-2021-22881,900,4,0.00225
CVE-2021-22882,2215,1,0.00116
CVE-2021-22885,2215,1,0.00824
CVE-2021-22892,2215,1,0.00307
CVE-2021-22893,749,6,0.96131
CVE-2021-22895,2215,1,0.00191
CVE-2021-22895,2215,1,0.00191
CVE-2021-22897,2215,1,0.00412
CVE-2021-22898,1416,2,0.00201
CVE-2021-22898,1416,2,0.00201
CVE-2021-22902,2215,1,0.00104
CVE-2021-22904,2215,1,0.00223
CVE-2021-22909,2215,1,0.00355
CVE-2021-22909,2215,1,0.00355
CVE-2021-22909,2215,1,0.00355
CVE-2021-22909,2215,1,0.00355
CVE-2021-22909,2215,1,0.00355
CVE-2021-22910,2215,1,0.00249
CVE-2021-22910,2215,1,0.00249
CVE-2021-22912,2215,1,0.00156
CVE-2021-22912,2215,1,0.00156
CVE-2021-22912,2215,1,0.00156
CVE-2021-22916,2215,1,0.00168
CVE-2021-22916,2215,1,0.00168
CVE-2021-22918,2215,1,0.0012
CVE-2021-22922,2215,1,0.00354
CVE-2021-22923,2215,1,0.00191
CVE-2021-22923,2215,1,0.00191
CVE-2021-22924,2215,1,0.00168
CVE-2021-22924,2215,1,0.00168
CVE-2021-2293,1416,2,0.00059
CVE-2021-2293,1416,2,0.00059
CVE-2021-2293,1416,2,0.00059
CVE-2021-22930,2215,1,0.0031
CVE-2021-22931,2215,1,0.01529
CVE-2021-22931,2215,1,0.01529
CVE-2021-22934,2215,1,0.001
CVE-2021-22934,2215,1,0.001
CVE-2021-22938,2215,1,0.00916
CVE-2021-22939,2215,1,0.01084
CVE-2021-22939,2215,1,0.01084
CVE-2021-22942,1098,3,0.00124
CVE-2021-22945,2215,1,0.00688
CVE-2021-22947,2215,1,0.00101
CVE-2021-22947,2215,1,0.00101
CVE-2021-22949,2215,1,0.00053
CVE-2021-22950,2215,1,0.00053
CVE-2021-22950,2215,1,0.00053
CVE-2021-22953,2215,1,0.00053
CVE-2021-22958,2215,1,0.00205
CVE-2021-22959,2215,1,0.003
CVE-2021-22960,2215,1,0.00342
CVE-2021-22961,2215,1,0.01146
CVE-2021-22961,2215,1,0.01146
CVE-2021-22964,2215,1,0.00153
CVE-2021-22964,2215,1,0.00153
CVE-2021-22967,2215,1,0.00161
CVE-2021-22967,2215,1,0.00161
CVE-2021-22968,2215,1,0.00979
CVE-2021-22969,2215,1,0.00074
CVE-2021-22969,2215,1,0.00074
CVE-2021-22970,1416,2,0.00129
CVE-2021-22970,1416,2,0.00129
CVE-2021-22986,685,7,0.97408
CVE-2021-2301,1416,2,0.00054
CVE-2021-2301,1416,2,0.00054
CVE-2021-23017,354,29,0.43733
CVE-2021-23023,2215,1,0.00063
CVE-2021-23023,2215,1,0.00063
CVE-2021-23337,749,6,0.00606
CVE-2021-23369,1416,1,0.14935
CVE-2021-23383,334,1,0.03345
CVE-2021-23386,2215,1,0.00097
CVE-2021-23386,2215,1,0.00097
CVE-2021-23758,1098,3,0.38013
CVE-2021-23840,2215,1,0.00848
CVE-2021-23890,2215,1,0.00089
CVE-2021-23893,2215,1,0.00044
CVE-2021-24073,380,24,0.00061
CVE-2021-24122,685,6,0.00232
CVE-2021-24162,2215,1,0.00148
CVE-2021-24162,2215,1,0.00148
CVE-2021-24165,2215,1,0.00129
CVE-2021-24165,2215,1,0.00129
CVE-2021-24201,1416,2,0.00054
CVE-2021-24201,1416,2,0.00054
CVE-2021-24203,2215,1,0.00054
CVE-2021-24203,2215,1,0.00054
CVE-2021-24203,2215,1,0.00054
CVE-2021-24204,2215,1,0.00054
CVE-2021-24204,2215,1,0.00054
CVE-2021-24205,2215,1,0.00054
CVE-2021-24214,2215,1,0.00337
CVE-2021-24214,2215,1,0.00337
CVE-2021-24214,2215,1,0.00337
CVE-2021-24214,2215,1,0.00337
CVE-2021-24241,2215,1,0.00103
CVE-2021-24274,810,5,0.00226
CVE-2021-24274,810,5,0.00226
CVE-2021-24275,1416,2,0.0026
CVE-2021-24275,1416,2,0.0026
CVE-2021-24276,900,4,0.0026
CVE-2021-24276,900,4,0.0026
CVE-2021-24291,1416,2,0.00102
CVE-2021-24340,534,11,0.01606
CVE-2021-24353,2215,1,0.00123
CVE-2021-24364,810,5,0.00113
CVE-2021-24436,1416,2,0.00106
CVE-2021-24746,534,11,0.00106
CVE-2021-24891,59,352,0.00116
CVE-2021-24910,2215,1,0.00086
CVE-2021-24915,2215,1,0.38106
CVE-2021-24917,303,49,0.03509
CVE-2021-24946,900,4,0.19753
CVE-2021-24954,2215,1,0.00071
CVE-2021-24954,2215,1,0.00071
CVE-2021-24970,2215,1,0.02471
CVE-2021-24970,2215,1,0.02471
CVE-2021-24978,2215,1,0.00092
CVE-2021-24978,2215,1,0.00092
CVE-2021-24985,2215,1,0.00068
CVE-2021-25028,1416,2,0.00106
CVE-2021-25028,1416,2,0.00106
CVE-2021-25074,900,4,0.00106
CVE-2021-25085,593,9,0.001
CVE-2021-25099,1098,3,0.001
CVE-2021-25118,534,11,0.00123
CVE-2021-25216,91,1,0.44738
CVE-2021-25216,91,1,0.44738
CVE-2021-25329,685,6,0.00055
CVE-2021-25329,685,6,0.00055
CVE-2021-25646,2215,1,0.97386
CVE-2021-25646,2215,1,0.97386
CVE-2021-25652,2215,1,0.00042
CVE-2021-25652,2215,1,0.00042
CVE-2021-25737,2215,1,0.0006
CVE-2021-25738,2215,1,0.00045
CVE-2021-25742,1098,3,0.00108
CVE-2021-25742,1098,3,0.00108
CVE-2021-25746,2215,1,0.00201
CVE-2021-25746,2215,1,0.00201
CVE-2021-26069,1098,3,0.00214
CVE-2021-26069,1098,3,0.00214
CVE-2021-26072,182,1,0.00082
CVE-2021-26081,900,4,0.00189
CVE-2021-26081,900,4,0.00189
CVE-2021-26084,219,134,0.97406
CVE-2021-26085,252,85,0.9596
CVE-2021-26086,157,263,0.8932
CVE-2021-26333,2215,1,0.00047
CVE-2021-26333,2215,1,0.00047
CVE-2021-26333,2215,1,0.00047
CVE-2021-26412,1416,2,0.03584
CVE-2021-26427,2215,1,0.00552
CVE-2021-26442,1416,2,0.00043
CVE-2021-26710,1416,2,0.00116
CVE-2021-26710,1416,2,0.00116
CVE-2021-26711,2215,1,0.00158
CVE-2021-26718,2215,1,0.00044
CVE-2021-26718,2215,1,0.00044
CVE-2021-26722,810,5,0.00087
CVE-2021-26723,2215,1,0.03947
CVE-2021-26723,2215,1,0.03947
CVE-2021-26723,2215,1,0.03947
CVE-2021-26855,250,87,0.97468
CVE-2021-26857,631,8,0.61562
CVE-2021-26858,631,8,0.16531
CVE-2021-26923,2215,1,0.00149
CVE-2021-26923,2215,1,0.00149
CVE-2021-27078,1416,2,0.03584
CVE-2021-27132,2215,1,0.04033
CVE-2021-27310,2215,1,0.00106
CVE-2021-27330,685,7,0.00437
CVE-2021-27358,83,15,0.0313
CVE-2021-27516,2215,1,0.00276
CVE-2021-27577,2215,1,0.00259
CVE-2021-27651,1098,3,0.06797
CVE-2021-27653,2215,1,0.00074
CVE-2021-27670,810,2,0.59872
CVE-2021-27670,810,2,0.59872
CVE-2021-27905,560,10,0.94767
CVE-2021-27931,1416,2,0.58726
CVE-2021-28041,900,4,0.00184
CVE-2021-28149,2215,1,0.07581
CVE-2021-28149,2215,1,0.07581
CVE-2021-28164,307,45,0.06872
CVE-2021-28165,1416,2,0.80243
CVE-2021-28378,2215,1,0.00062
CVE-2021-28378,2215,1,0.00062
CVE-2021-28555,2215,1,0.00106
CVE-2021-28555,2215,1,0.00106
CVE-2021-28555,2215,1,0.00106
CVE-2021-28557,2215,1,0.00085
CVE-2021-28558,2215,1,0.00579
CVE-2021-28558,2215,1,0.00579
CVE-2021-28563,2215,1,0.00127
CVE-2021-28630,2215,1,0.00077
CVE-2021-28630,2215,1,0.00077
CVE-2021-28637,2215,1,0.00085
CVE-2021-28641,2215,1,0.00428
CVE-2021-28641,2215,1,0.00428
CVE-2021-28642,2215,1,0.00164
CVE-2021-28642,2215,1,0.00164
CVE-2021-28642,2215,1,0.00164
CVE-2021-28644,2215,1,0.00278
CVE-2021-28966,2215,1,0.00186
CVE-2021-29093,2215,1,0.00105
CVE-2021-29094,2215,1,0.00097
CVE-2021-29095,2215,1,0.00105
CVE-2021-29102,2215,1,0.00315
CVE-2021-29102,2215,1,0.00315
CVE-2021-29156,631,8,0.35606
CVE-2021-29157,2215,1,0.00047
CVE-2021-29416,2215,1,0.00201
CVE-2021-29425,1416,2,0.00171
CVE-2021-29441,86,5,0.96879
CVE-2021-29442,593,6,0.96813
CVE-2021-29447,1098,3,0.01655
CVE-2021-29450,810,5,0.00656
CVE-2021-29484,1416,2,0.01483
CVE-2021-29484,1416,2,0.01483
CVE-2021-29489,900,4,0.0005
CVE-2021-29622,488,14,0.00287
CVE-2021-29622,488,14,0.00287
CVE-2021-29625,1416,2,0.00236
CVE-2021-29628,2215,1,0.00119
CVE-2021-29628,2215,1,0.00119
CVE-2021-29628,2215,1,0.00119
CVE-2021-30047,749,5,0.00322
CVE-2021-30213,2215,1,0.00106
CVE-2021-30551,1416,2,0.15254
CVE-2021-30598,1416,2,0.00871
CVE-2021-30632,749,6,0.50981
CVE-2021-30633,1098,3,0.00732
CVE-2021-3064,2215,1,0.00242
CVE-2021-30640,810,4,0.00202
CVE-2021-31195,330,33,0.91714
CVE-2021-31196,1416,2,0.01258
CVE-2021-31206,1098,3,0.46888
CVE-2021-31207,499,13,0.96746
CVE-2021-3121,2215,1,0.00829
CVE-2021-3121,2215,1,0.00829
CVE-2021-31250,1416,2,0.97092
CVE-2021-31250,1416,2,0.97092
CVE-2021-3129,427,17,0.97476
CVE-2021-31439,2215,1,0.00154
CVE-2021-31439,2215,1,0.00154
CVE-2021-31589,67,85,0.00286
CVE-2021-31599,1098,3,0.00111
CVE-2021-31602,6,38,0.17519
CVE-2021-3177,2215,1,0.03839
CVE-2021-31810,2215,1,0.00999
CVE-2021-31837,2215,1,0.00044
CVE-2021-32478,393,21,0.00072
CVE-2021-32640,2215,1,0.00222
CVE-2021-32640,2215,1,0.00222
CVE-2021-32652,2215,1,0.00053
CVE-2021-32653,2215,1,0.00063
CVE-2021-32654,2215,1,0.00135
CVE-2021-32656,2215,1,0.00135
CVE-2021-32657,2215,1,0.00096
CVE-2021-32657,2215,1,0.00096
CVE-2021-32678,2215,1,0.00176
CVE-2021-32680,2215,1,0.00046
CVE-2021-32688,1416,2,0.00242
CVE-2021-32694,2215,1,0.00121
CVE-2021-32694,2215,1,0.00121
CVE-2021-32695,2215,1,0.00087
CVE-2021-32703,2215,1,0.00129
CVE-2021-32703,2215,1,0.00129
CVE-2021-32708,2215,1,0.00707
CVE-2021-32708,2215,1,0.00707
CVE-2021-32724,2215,1,0.00104
CVE-2021-32724,2215,1,0.00104
CVE-2021-32725,2215,1,0.00135
CVE-2021-32726,2215,1,0.00332
CVE-2021-32733,2215,1,0.0008
CVE-2021-32734,2215,1,0.00135
CVE-2021-32748,2215,1,0.00063
CVE-2021-32748,2215,1,0.00063
CVE-2021-32789,560,10,0.09768
CVE-2021-32790,1416,2,0.00065
CVE-2021-32790,1416,2,0.00065
CVE-2021-32790,1416,2,0.00065
CVE-2021-32800,2215,1,0.00276
CVE-2021-32800,2215,1,0.00276
CVE-2021-32801,2215,1,0.00045
CVE-2021-32802,2215,1,0.0028
CVE-2021-32808,560,3,0.00146
CVE-2021-32809,560,3,0.00163
CVE-2021-3281,2215,1,0.00148
CVE-2021-32819,1416,2,0.79486
CVE-2021-32840,2215,1,0.00611
CVE-2021-3293,231,126,0.003
CVE-2021-33037,517,11,0.12315
CVE-2021-33203,2215,1,0.00106
CVE-2021-33203,2215,1,0.00106
CVE-2021-33203,2215,1,0.00106
CVE-2021-33515,1416,2,0.00361
CVE-2021-33515,1416,2,0.00361
CVE-2021-33564,1416,2,0.12437
CVE-2021-33564,1416,2,0.12437
CVE-2021-33621,900,4,0.00521
CVE-2021-33621,900,4,0.00521
