cve,rank,reports_submitted_count,epss
CVE-2017-8804,2215,1,0.01179
CVE-2017-8804,2215,1,0.01179
CVE-2017-8809,2215,1,0.00685
CVE-2017-8816,2215,1,0.03659
CVE-2017-8816,2215,1,0.03659
CVE-2017-8817,2215,1,0.01045
CVE-2017-8923,1416,2,0.00541
CVE-2017-8923,1416,2,0.00541
CVE-2017-9061,1416,2,0.0029
CVE-2017-9062,1098,3,0.00619
CVE-2017-9062,1098,3,0.00619
CVE-2017-9063,1416,2,0.0029
CVE-2017-9063,1416,2,0.0029
CVE-2017-9064,810,5,0.0044
CVE-2017-9065,1416,2,0.00766
CVE-2017-9066,1098,3,0.01079
CVE-2017-9072,1416,2,0.00118
CVE-2017-9078,1098,3,0.00499
CVE-2017-9098,1098,3,0.00263
CVE-2017-9120,2215,1,0.00932
CVE-2017-9120,2215,1,0.00932
CVE-2017-9120,2215,1,0.00932
CVE-2017-9140,257,75,0.00191
CVE-2017-9229,2215,1,0.00256
CVE-2017-9229,2215,1,0.00256
CVE-2017-9248,251,56,0.17894
CVE-2017-9506,291,62,0.00575
CVE-2017-9554,2215,1,0.02945
CVE-2017-9554,2215,1,0.02945
CVE-2017-9788,517,12,0.46783
CVE-2017-9819,2215,1,0.00474
CVE-2017-9819,2215,1,0.00474
CVE-2017-9841,534,11,0.97479
CVE-2017-9872,2215,1,0.0162
CVE-2017-9933,2215,1,0.00326
CVE-2018-0171,499,13,0.85075
CVE-2018-0209,276,1,0.00108
CVE-2018-0296,122,315,0.97432
CVE-2018-0511,2215,1,0.00067
CVE-2018-0511,2215,1,0.00067
CVE-2018-0511,2215,1,0.00067
CVE-2018-0511,2215,1,0.00067
CVE-2018-0732,1416,2,0.04232
CVE-2018-0734,1416,2,0.00342
CVE-2018-0734,1416,2,0.00342
CVE-2018-0737,2215,1,0.0104
CVE-2018-0737,2215,1,0.0104
CVE-2018-0739,2215,1,0.00919
CVE-2018-0950,2215,1,0.01906
CVE-2018-0950,2215,1,0.01906
CVE-2018-1000007,2215,1,0.00571
CVE-2018-1000027,2215,1,0.01565
CVE-2018-1000116,2215,1,0.82263
CVE-2018-1000117,2215,1,0.00044
CVE-2018-1000120,1416,2,0.00553
CVE-2018-1000120,1416,2,0.00553
CVE-2018-1000121,2215,1,0.00897
CVE-2018-1000122,2215,1,0.00477
CVE-2018-1000129,393,21,0.00257
CVE-2018-1000130,749,6,0.89191
CVE-2018-1000130,749,6,0.89191
CVE-2018-1000136,1416,2,0.00827
CVE-2018-1000136,1416,2,0.00827
CVE-2018-1000136,1416,2,0.00827
CVE-2018-1000407,2215,1,0.00075
CVE-2018-1000407,2215,1,0.00075
CVE-2018-1000533,2215,1,0.97242
CVE-2018-1000533,2215,1,0.97242
CVE-2018-1000643,2215,1,0.00241
CVE-2018-1000643,2215,1,0.00241
CVE-2018-1000656,2215,1,0.0037
CVE-2018-1000656,2215,1,0.0037
CVE-2018-1000656,2215,1,0.0037
CVE-2018-1000773,1098,3,0.01013
CVE-2018-1000860,1416,2,0.00078
CVE-2018-1000861,517,12,0.97316
CVE-2018-1002104,900,4,0.00084
CVE-2018-1002203,2215,1,0.00085
CVE-2018-1002204,2215,1,0.00127
CVE-2018-10054,2215,1,0.26001
CVE-2018-10054,2215,1,0.26001
CVE-2018-10100,1098,3,0.00516
CVE-2018-10101,1098,3,0.00509
CVE-2018-10101,1098,3,0.00509
CVE-2018-10101,1098,3,0.00509
CVE-2018-10102,1098,3,0.00515
CVE-2018-10141,2215,1,0.00126
CVE-2018-10379,1416,2,0.00076
CVE-2018-10465,2215,1,0.00065
CVE-2018-10545,1416,2,0.00067
CVE-2018-10548,2215,1,0.92096
CVE-2018-10548,2215,1,0.92096
CVE-2018-10548,2215,1,0.92096
CVE-2018-10548,2215,1,0.92096
CVE-2018-10548,2215,1,0.92096
CVE-2018-10548,2215,1,0.92096
CVE-2018-10549,1416,2,0.0109
CVE-2018-10651,1098,3,0.00079
CVE-2018-10722,1416,2,0.00042
CVE-2018-10722,1416,2,0.00042
CVE-2018-10732,2215,1,0.00168
CVE-2018-10732,2215,1,0.00168
CVE-2018-10795,1416,2,0.00075
CVE-2018-10795,1416,2,0.00075
CVE-2018-10933,2215,1,0.1371
CVE-2018-10956,1416,2,0.54195
CVE-2018-11409,246,26,0.83856
CVE-2018-11499,2215,1,0.00321
CVE-2018-11758,2215,1,0.00065
CVE-2018-11759,139,130,0.96227
CVE-2018-11763,534,11,0.00934
CVE-2018-11776,1098,3,0.97527
CVE-2018-11776,1098,3,0.97527
CVE-2018-11784,28,170,0.78446
CVE-2018-11797,1416,2,0.00125
CVE-2018-12031,810,5,0.03555
CVE-2018-1207,1098,3,0.01875
CVE-2018-1207,1098,3,0.01875
CVE-2018-12099,2215,1,0.00092
CVE-2018-12099,2215,1,0.00092
CVE-2018-12121,2215,1,0.01316
CVE-2018-12121,2215,1,0.01316
CVE-2018-12123,2215,1,0.00124
CVE-2018-12123,2215,1,0.00124
CVE-2018-12152,2215,1,0.00132
CVE-2018-12152,2215,1,0.00132
CVE-2018-12207,2215,1,0.00046
CVE-2018-12300,2215,1,0.00118
CVE-2018-1243,1416,2,0.00272
CVE-2018-1244,1416,2,0.00119
CVE-2018-12447,2215,1,0.01736
CVE-2018-12447,2215,1,0.01736
CVE-2018-12447,2215,1,0.01736
CVE-2018-1249,1416,2,0.00162
CVE-2018-1249,1416,2,0.00162
CVE-2018-12536,2215,1,0.0034
CVE-2018-12581,2215,1,0.00153
CVE-2018-12581,2215,1,0.00153
CVE-2018-12581,2215,1,0.00153
CVE-2018-12596,2215,1,0.43046
CVE-2018-12596,2215,1,0.43046
CVE-2018-12606,2215,1,0.00057
CVE-2018-12606,2215,1,0.00057
CVE-2018-12607,2215,1,0.00057
CVE-2018-12613,1098,3,0.97306
CVE-2018-12613,1098,3,0.97306
CVE-2018-1271,1098,3,0.00371
CVE-2018-1280,2215,1,0.00104
CVE-2018-12804,2215,1,0.00513
CVE-2018-12805,2215,1,0.00238
CVE-2018-12809,354,29,0.00148
CVE-2018-1283,447,16,0.00198
CVE-2018-12895,631,8,0.45739
CVE-2018-1301,810,5,0.0105
CVE-2018-1303,900,4,0.95837
CVE-2018-1305,1416,2,0.0011
CVE-2018-1305,1416,2,0.0011
CVE-2018-13067,2215,1,0.00112
CVE-2018-1308,1416,2,0.01706
CVE-2018-1312,321,38,0.01402
CVE-2018-1323,265,70,0.26269
CVE-2018-1333,534,11,0.06715
CVE-2018-1336,749,6,0.0183
CVE-2018-13379,362,27,0.97225
CVE-2018-13380,408,19,0.00122
CVE-2018-13381,1098,3,0.00116
CVE-2018-13382,810,5,0.84525
CVE-2018-13383,900,4,0.00817
CVE-2018-13403,2215,1,0.00066
CVE-2018-13796,810,5,0.0016
CVE-2018-14040,334,32,0.00758
CVE-2018-14041,71,36,0.00403
CVE-2018-14042,70,37,0.00464
CVE-2018-14364,1416,2,0.1331
CVE-2018-14366,1098,3,0.00079
CVE-2018-14371,64,42,0.00478
CVE-2018-14474,176,3,0.00063
CVE-2018-14574,2215,1,0.00628
CVE-2018-14602,2215,1,0.00178
CVE-2018-14603,2215,1,0.00073
CVE-2018-14603,2215,1,0.00073
CVE-2018-14603,2215,1,0.00073
CVE-2018-14604,2215,1,0.00079
CVE-2018-14604,2215,1,0.00079
CVE-2018-14605,2215,1,0.00054
CVE-2018-14605,2215,1,0.00054
CVE-2018-14605,2215,1,0.00054
CVE-2018-14605,2215,1,0.00054
CVE-2018-14607,2215,1,0.00216
CVE-2018-14618,2215,1,0.01162
CVE-2018-14647,2215,1,0.00892
CVE-2018-14667,2215,1,0.81054
CVE-2018-14720,2215,1,0.01052
CVE-2018-14720,2215,1,0.01052
CVE-2018-14721,2215,1,0.01257
CVE-2018-14879,2215,1,0.00205
CVE-2018-14879,2215,1,0.00205
CVE-2018-14879,2215,1,0.00205
CVE-2018-14883,1416,2,0.00527
CVE-2018-15132,2215,1,0.00354
CVE-2018-15132,2215,1,0.00354
CVE-2018-15133,218,9,0.96788
CVE-2018-15473,152,487,0.02366
CVE-2018-15657,2215,1,0.00084
CVE-2018-15727,900,4,0.01421
CVE-2018-15756,593,9,0.00449
CVE-2018-15776,1416,2,0.00073
CVE-2018-15919,349,15,0.00257
CVE-2018-15961,131,8,0.97416
CVE-2018-15981,2215,1,0.17421
CVE-2018-15981,2215,1,0.17421
CVE-2018-16227,2215,1,0.00329
CVE-2018-16227,2215,1,0.00329
CVE-2018-16227,2215,1,0.00329
CVE-2018-16227,2215,1,0.00329
CVE-2018-16283,2215,1,0.18228
CVE-2018-16283,2215,1,0.18228
CVE-2018-16323,900,4,0.2424
CVE-2018-16323,900,4,0.2424
CVE-2018-16395,2215,1,0.00903
CVE-2018-16395,2215,1,0.00903
CVE-2018-16460,2215,1,0.00317
CVE-2018-16460,2215,1,0.00317
CVE-2018-16460,2215,1,0.00317
CVE-2018-16460,2215,1,0.00317
CVE-2018-16460,2215,1,0.00317
CVE-2018-16461,2215,1,0.00284
CVE-2018-16462,2215,1,0.00342
CVE-2018-16463,2215,1,0.00054
CVE-2018-16463,2215,1,0.00054
CVE-2018-16464,2215,1,0.00065
CVE-2018-16464,2215,1,0.00065
CVE-2018-16464,2215,1,0.00065
CVE-2018-16465,2215,1,0.00054
CVE-2018-16466,2215,1,0.00065
CVE-2018-16467,2215,1,0.00119
CVE-2018-16467,2215,1,0.00119
CVE-2018-16469,2215,1,0.00114
CVE-2018-16469,2215,1,0.00114
CVE-2018-16470,2215,1,0.00097
CVE-2018-16471,2215,1,0.00798
CVE-2018-16471,2215,1,0.00798
CVE-2018-16471,2215,1,0.00798
CVE-2018-16472,2215,1,0.00095
CVE-2018-16472,2215,1,0.00095
CVE-2018-16472,2215,1,0.00095
CVE-2018-16473,2215,1,0.00131
CVE-2018-16474,1416,2,0.00101
CVE-2018-16475,2215,1,0.00902
CVE-2018-16475,2215,1,0.00902
CVE-2018-16477,1098,3,0.00083
CVE-2018-16478,2215,1,0.00096
CVE-2018-16478,2215,1,0.00096
CVE-2018-16479,2215,1,0.00449
CVE-2018-16479,2215,1,0.00449
CVE-2018-16481,2215,1,0.00087
CVE-2018-16483,2215,1,0.00107
CVE-2018-16484,2215,1,0.00058
CVE-2018-16484,2215,1,0.00058
CVE-2018-16486,2215,1,0.0039
CVE-2018-16486,2215,1,0.0039
CVE-2018-16486,2215,1,0.0039
CVE-2018-16490,2215,1,0.00102
CVE-2018-16491,2215,1,0.0039
CVE-2018-16493,2215,1,0.00902
CVE-2018-16509,685,7,0.97269
CVE-2018-16509,685,7,0.97269
CVE-2018-16763,2215,1,0.81532
CVE-2018-16793,2215,1,0.00551
CVE-2018-16793,2215,1,0.00551
CVE-2018-16794,900,4,0.00226
CVE-2018-16836,1098,3,0.23542
CVE-2018-16843,499,13,0.08394
CVE-2018-16844,387,22,0.02542
CVE-2018-16845,447,16,0.00198
CVE-2018-16850,2215,1,0.00568
CVE-2018-16869,2215,1,0.0009
CVE-2018-16980,1416,2,0.00064
CVE-2018-16980,1416,2,0.00064
CVE-2018-16983,2215,1,0.00243
CVE-2018-16983,2215,1,0.00243
CVE-2018-16983,2215,1,0.00243
CVE-2018-17057,1416,2,0.26678
CVE-2018-17082,1098,3,0.00272
CVE-2018-17189,403,20,0.00264
CVE-2018-17199,427,17,0.00174
CVE-2018-17254,246,58,0.79634
CVE-2018-17456,2215,1,0.21547
CVE-2018-17463,2215,1,0.96972
CVE-2018-17463,2215,1,0.96972
CVE-2018-17463,2215,1,0.96972
CVE-2018-1756,2215,1,0.66007
CVE-2018-1757,2215,1,0.00059
CVE-2018-1757,2215,1,0.00059
CVE-2018-1792,2215,1,0.00042
CVE-2018-1792,2215,1,0.00042
CVE-2018-17960,427,3,0.00111
CVE-2018-1821,2215,1,0.0441
CVE-2018-18282,2215,1,0.00056
CVE-2018-18282,2215,1,0.00056
CVE-2018-18313,2215,1,0.00401
CVE-2018-18313,2215,1,0.00401
CVE-2018-18405,474,15,0.00115
CVE-2018-18520,2215,1,0.00282
CVE-2018-18778,1416,2,0.3934
CVE-2018-18778,1416,2,0.3934
CVE-2018-18809,1098,3,0.57872
CVE-2018-18809,1098,3,0.57872
CVE-2018-19039,900,4,0.02916
CVE-2018-19047,2215,1,0.00577
CVE-2018-19052,2215,1,0.0031
CVE-2018-19131,2215,1,0.00098
CVE-2018-19360,2215,1,0.00788
CVE-2018-19360,2215,1,0.00788
CVE-2018-19361,2215,1,0.00788
CVE-2018-19361,2215,1,0.00788
CVE-2018-19370,517,12,0.01548
CVE-2018-19396,1416,2,0.00101
CVE-2018-19409,810,5,0.0074
CVE-2018-19413,1416,2,0.00054
CVE-2018-19518,2215,1,0.9687
CVE-2018-19518,2215,1,0.9687
CVE-2018-19753,2215,1,0.0066
CVE-2018-19753,2215,1,0.0066
CVE-2018-19753,2215,1,0.0066
CVE-2018-19858,810,5,0.00444
CVE-2018-19927,2215,1,0.00058
CVE-2018-19935,900,4,0.02036
CVE-2018-1999009,2215,1,0.00263
CVE-2018-1999024,2215,1,0.00093
CVE-2018-19999,2215,1,0.0006
CVE-2018-19999,2215,1,0.0006
CVE-2018-20149,1098,3,0.00098
CVE-2018-20150,1098,3,0.00436
CVE-2018-20151,1098,3,0.00708
CVE-2018-20152,1098,3,0.00162
CVE-2018-20152,1098,3,0.00162
CVE-2018-20153,1098,3,0.00162
CVE-2018-20153,1098,3,0.00162
CVE-2018-20231,2215,1,0.00795
CVE-2018-20303,2215,1,0.00171
CVE-2018-20303,2215,1,0.00171
CVE-2018-20465,2215,1,0.00152
CVE-2018-20608,91,1,0.01406
CVE-2018-20676,73,11,0.00307
CVE-2018-20677,74,10,0.0038
CVE-2018-20677,74,10,0.0038
CVE-2018-20685,415,3,0.00488
CVE-2018-20714,2215,1,0.0008
CVE-2018-20824,121,56,0.00203
CVE-2018-20843,2215,1,0.582
CVE-2018-20843,2215,1,0.582
CVE-2018-20843,2215,1,0.582
CVE-2018-25031,387,22,0.00377
CVE-2018-2605,1416,2,0.00123
CVE-2018-2605,1416,2,0.00123
CVE-2018-2605,1416,2,0.00123
CVE-2018-2791,593,9,0.02132
CVE-2018-2879,2215,1,0.01162
CVE-2018-2893,1098,3,0.97327
CVE-2018-2893,1098,3,0.97327
CVE-2018-2893,1098,3,0.97327
CVE-2018-2894,685,7,0.97327
CVE-2018-2894,685,7,0.97327
CVE-2018-3245,2215,1,0.03343
CVE-2018-3245,2215,1,0.03343
CVE-2018-3245,2215,1,0.03343
CVE-2018-3578,2215,1,0.00066
CVE-2018-3646,1416,2,0.00044
CVE-2018-3646,1416,2,0.00044
CVE-2018-3710,2215,1,0.04076
CVE-2018-3710,2215,1,0.04076
CVE-2018-3710,2215,1,0.04076
CVE-2018-3710,2215,1,0.04076
CVE-2018-3712,2215,1,0.00087
CVE-2018-3714,1098,3,0.00182
CVE-2018-3714,1098,3,0.00182
CVE-2018-3715,2215,1,0.00074
CVE-2018-3716,2215,1,0.00057
CVE-2018-3716,2215,1,0.00057
CVE-2018-3716,2215,1,0.00057
CVE-2018-3718,2215,1,0.00127
CVE-2018-3721,1416,2,0.00122
CVE-2018-3722,2215,1,0.00106
CVE-2018-3723,2215,1,0.00098
CVE-2018-3724,2215,1,0.00449
CVE-2018-3726,2215,1,0.00077
CVE-2018-3726,2215,1,0.00077
CVE-2018-3726,2215,1,0.00077
CVE-2018-3726,2215,1,0.00077
CVE-2018-3728,2215,1,0.01021
CVE-2018-3729,2215,1,0.00449
CVE-2018-3730,2215,1,0.00449
CVE-2018-3731,2215,1,0.00449
CVE-2018-3732,2215,1,0.00339
CVE-2018-3734,2215,1,0.00317
CVE-2018-3743,2215,1,0.00107
CVE-2018-3746,2215,1,0.00364
CVE-2018-3747,2215,1,0.00107
CVE-2018-3748,2215,1,0.00088
CVE-2018-3748,2215,1,0.00088
CVE-2018-3749,2215,1,0.00311
CVE-2018-3751,2215,1,0.00311
CVE-2018-3751,2215,1,0.00311
CVE-2018-3751,2215,1,0.00311
CVE-2018-3754,2215,1,0.00091
CVE-2018-3755,1416,2,0.00088
CVE-2018-3755,1416,2,0.00088
CVE-2018-3760,1416,2,0.02274
CVE-2018-3766,2215,1,0.00449
CVE-2018-3770,2215,1,0.00062
CVE-2018-3771,2215,1,0.00088
CVE-2018-3773,2215,1,0.00107
CVE-2018-3774,2215,1,0.00316
CVE-2018-3779,2215,1,0.00955
CVE-2018-3780,2215,1,0.00054
CVE-2018-3780,2215,1,0.00054
CVE-2018-3783,2215,1,0.00408
CVE-2018-3784,2215,1,0.00245
CVE-2018-3784,2215,1,0.00245
CVE-2018-3785,2215,1,0.00475
CVE-2018-3786,2215,1,0.00326
CVE-2018-3786,2215,1,0.00326
CVE-2018-3786,2215,1,0.00326
CVE-2018-3787,2215,1,0.00902
CVE-2018-3787,2215,1,0.00902
CVE-2018-3809,2215,1,0.00127
CVE-2018-3826,749,6,0.00065
CVE-2018-3826,749,6,0.00065
CVE-2018-3830,2215,1,0.00095
CVE-2018-3830,2215,1,0.00095
CVE-2018-3831,534,11,0.00078
CVE-2018-3937,2215,1,0.00554
CVE-2018-4056,2215,1,0.00278
CVE-2018-4059,1416,2,0.00187
CVE-2018-4059,1416,2,0.00187
CVE-2018-4117,2215,1,0.00251
CVE-2018-4993,1098,3,0.96643
CVE-2018-4993,1098,3,0.96643
CVE-2018-5003,2215,1,0.00196
CVE-2018-5004,900,4,0.00152
CVE-2018-5004,900,4,0.00152
CVE-2018-5006,255,82,0.00148
CVE-2018-5158,474,15,0.01948
CVE-2018-5230,257,12,0.00153
CVE-2018-5233,2215,1,0.00294
CVE-2018-5240,2215,1,0.00045
CVE-2018-5240,2215,1,0.00045
CVE-2018-5240,2215,1,0.00045
CVE-2018-5240,2215,1,0.00045
CVE-2018-5307,2215,1,0.00156
CVE-2018-5382,2215,1,0.0007
CVE-2018-5702,2215,1,0.01656
CVE-2018-5702,2215,1,0.01656
CVE-2018-5711,900,4,0.00238
CVE-2018-5711,900,4,0.00238
CVE-2018-5712,2215,1,0.62046
CVE-2018-5712,2215,1,0.62046
CVE-2018-5950,810,5,0.00247
CVE-2018-6010,1416,2,0.00246
CVE-2018-6065,129,13,0.96482
CVE-2018-6306,2215,1,0.00135
CVE-2018-6306,2215,1,0.00135
CVE-2018-6306,2215,1,0.00135
CVE-2018-6389,163,252,0.36041
CVE-2018-6409,2215,1,0.00288
CVE-2018-6409,2215,1,0.00288
CVE-2018-6409,2215,1,0.00288
CVE-2018-6410,2215,1,0.00322
CVE-2018-6410,2215,1,0.00322
CVE-2018-6411,2215,1,0.00331
CVE-2018-6798,2215,1,0.00456
CVE-2018-6798,2215,1,0.00456
CVE-2018-6798,2215,1,0.00456
CVE-2018-6913,2215,1,0.01703
CVE-2018-6914,1416,2,0.00223
CVE-2018-6914,1416,2,0.00223
CVE-2018-6914,1416,2,0.00223
CVE-2018-6981,2215,1,0.0006
CVE-2018-6982,2215,1,0.00051
CVE-2018-6982,2215,1,0.00051
CVE-2018-6982,2215,1,0.00051
CVE-2018-7160,1098,3,0.0326
CVE-2018-7160,1098,3,0.0326
CVE-2018-7204,2215,1,0.00154
CVE-2018-7204,2215,1,0.00154
CVE-2018-7537,2215,1,0.00955
CVE-2018-7584,1098,3,0.75304
CVE-2018-7600,447,16,0.97549
CVE-2018-7602,2215,1,0.97284
CVE-2018-7602,2215,1,0.97284
CVE-2018-7667,1416,2,0.00679
CVE-2018-7667,1416,2,0.00679
CVE-2018-8010,2215,1,0.00089
CVE-2018-8013,2215,1,0.00442
CVE-2018-8013,2215,1,0.00442
CVE-2018-8014,631,8,0.05207
CVE-2018-8032,810,5,0.00353
CVE-2018-8032,810,5,0.00353
CVE-2018-8034,685,7,0.01697
CVE-2018-8037,810,5,0.00443
CVE-2018-8040,2215,1,0.0494
CVE-2018-8046,2215,1,0.00085
CVE-2018-8046,2215,1,0.00085
CVE-2018-8048,1416,2,0.00208
CVE-2018-8048,1416,2,0.00208
CVE-2018-8171,2215,1,0.00424
CVE-2018-8495,2215,1,0.84471
CVE-2018-8631,2215,1,0.9676
CVE-2018-8734,1098,3,0.10109
CVE-2018-8778,2215,1,0.00424
CVE-2018-8779,2215,1,0.00379
CVE-2018-8780,2215,1,0.00214
CVE-2018-8817,2215,1,0.00207
CVE-2018-8970,2215,1,0.00077
CVE-2018-8970,2215,1,0.00077
CVE-2018-9385,2215,1,0.00042
CVE-2019-0190,1098,3,0.00969
CVE-2019-0190,1098,3,0.00969
CVE-2019-0192,900,4,0.95537
CVE-2019-0192,900,4,0.95537
CVE-2019-0192,900,4,0.95537
CVE-2019-0193,685,7,0.9591
CVE-2019-0196,560,10,0.00633
CVE-2019-0197,593,9,0.00324
CVE-2019-0199,631,8,0.72665
CVE-2019-0211,393,21,0.97397
CVE-2019-0215,810,5,0.00267
CVE-2019-0217,593,9,0.00216
CVE-2019-0220,415,18,0.00738
CVE-2019-0221,534,11,0.01096
CVE-2019-0227,685,7,0.86022
CVE-2019-0232,488,14,0.97352
CVE-2019-0232,488,14,0.97352
CVE-2019-0604,900,4,0.97398
CVE-2019-0708,244,28,0.97491
CVE-2019-0817,1416,2,0.00102
CVE-2019-0858,1416,2,0.00102
CVE-2019-0887,2215,1,0.03052
CVE-2019-0995,2215,1,0.00292
CVE-2019-1002101,2215,1,0.00072
CVE-2019-1003000,560,10,0.62095
CVE-2019-1003000,560,10,0.62095
CVE-2019-1003001,2215,1,0.55521
CVE-2019-1003002,2215,1,0.55521
CVE-2019-1003002,2215,1,0.55521
CVE-2019-1003005,2215,1,0.00441
CVE-2019-1003005,2215,1,0.00441
CVE-2019-1003029,1416,2,0.00824
CVE-2019-10044,2215,1,0.00522
CVE-2019-10068,900,4,0.97312
CVE-2019-10068,900,4,0.97312
CVE-2019-10071,1098,3,0.07771
CVE-2019-10072,631,8,0.1698
CVE-2019-10082,534,11,0.00814
CVE-2019-10092,240,98,0.07116
CVE-2019-10097,593,9,0.83054
CVE-2019-10098,517,12,0.14386
CVE-2019-1010266,2215,1,0.004
CVE-2019-10109,2215,1,0.00235
CVE-2019-10149,1098,3,0.97368
CVE-2019-10199,2215,1,0.00073
CVE-2019-10210,2215,1,0.00044
CVE-2019-10211,1416,2,0.00264
CVE-2019-10216,749,6,0.00104
CVE-2019-10223,2215,1,0.00135
CVE-2019-10232,2215,1,0.12149
CVE-2019-10241,2215,1,0.0046
CVE-2019-10352,2215,1,0.55888
CVE-2019-1040,139,1,0.0547
CVE-2019-10475,474,15,0.97319
CVE-2019-10692,1416,2,0.97291
CVE-2019-10742,1416,2,0.00279
CVE-2019-10744,900,4,0.02082
CVE-2019-10744,900,4,0.02082
CVE-2019-10744,900,4,0.02082
CVE-2019-10768,128,18,0.00115
CVE-2019-11036,2215,1,0.00884
CVE-2019-11036,2215,1,0.00884
CVE-2019-11036,2215,1,0.00884
CVE-2019-11038,2215,1,0.00381
CVE-2019-11038,2215,1,0.00381
CVE-2019-11040,1416,2,0.00841
CVE-2019-11041,2215,1,0.00196
CVE-2019-11043,488,11,0.97201
CVE-2019-11044,1416,2,0.00175
CVE-2019-11048,1098,3,0.01179
CVE-2019-11048,1098,3,0.01179
CVE-2019-11049,2215,1,0.00346
CVE-2019-11049,2215,1,0.00346
CVE-2019-11072,2215,1,0.72556
CVE-2019-11147,1416,2,0.00044
CVE-2019-11147,1416,2,0.00044
CVE-2019-11234,2215,1,0.00581
CVE-2019-11234,2215,1,0.00581
CVE-2019-11235,2215,1,0.00787
CVE-2019-11248,3,372,0.60131
CVE-2019-11249,2215,1,0.00185
CVE-2019-11253,2215,1,0.01882
CVE-2019-11358,13,255,0.03535
CVE-2019-11507,1098,3,0.01204
CVE-2019-11508,312,44,0.05941
CVE-2019-11510,198,236,0.97406
CVE-2019-11538,314,41,0.00514
CVE-2019-11539,292,58,0.97066
CVE-2019-11540,314,41,0.03522
CVE-2019-11542,314,41,0.18439
CVE-2019-11580,534,11,0.97431
CVE-2019-11581,488,14,0.97216
CVE-2019-11581,488,14,0.97216
CVE-2019-11629,2215,1,0.00078
CVE-2019-11644,1416,2,0.0006
CVE-2019-11767,2215,1,0.00084
CVE-2019-11768,1416,2,0.01009
CVE-2019-11768,1416,2,0.01009
CVE-2019-11832,2215,1,0.00775
CVE-2019-1209,2215,1,0.02481
CVE-2019-12111,2215,1,0.00259
CVE-2019-12111,2215,1,0.00259
CVE-2019-12111,2215,1,0.00259
CVE-2019-12111,2215,1,0.00259
CVE-2019-12180,2215,1,0.00091
CVE-2019-12215,2215,1,0.00058
CVE-2019-12276,1098,3,0.95395
CVE-2019-12279,2215,1,0.01382
CVE-2019-12346,1098,3,0.00096
CVE-2019-12384,2215,1,0.53288
CVE-2019-12418,447,15,0.00047
CVE-2019-12419,2215,1,0.01539
CVE-2019-12468,2215,1,0.00927
CVE-2019-12519,2215,1,0.01282
CVE-2019-12519,2215,1,0.01282
CVE-2019-12520,1416,2,0.01344
CVE-2019-12521,2215,1,0.03356
CVE-2019-12521,2215,1,0.03356
CVE-2019-12522,2215,1,0.00044
CVE-2019-12522,2215,1,0.00044
CVE-2019-12523,1416,2,0.01056
CVE-2019-12523,1416,2,0.01056
CVE-2019-12523,1416,2,0.01056
CVE-2019-12525,2215,1,0.12491
CVE-2019-12526,1416,2,0.03656
CVE-2019-12527,2215,1,0.02333
CVE-2019-12528,1416,2,0.00931
CVE-2019-12529,2215,1,0.01058
CVE-2019-12572,900,4,0.00042
CVE-2019-12616,208,35,0.01217
CVE-2019-1262,2215,1,0.00146
CVE-2019-12921,2215,1,0.03602
CVE-2019-12921,2215,1,0.03602
CVE-2019-12921,2215,1,0.03602
CVE-2019-12922,217,10,0.91973
CVE-2019-13117,1416,2,0.00798
CVE-2019-13117,1416,2,0.00798
CVE-2019-1322,2215,1,0.00543
CVE-2019-1322,2215,1,0.00543
CVE-2019-1322,2215,1,0.00543
CVE-2019-13272,1416,2,0.00052
CVE-2019-13377,2215,1,0.00186
CVE-2019-13377,2215,1,0.00186
CVE-2019-13377,2215,1,0.00186
CVE-2019-13377,2215,1,0.00186
CVE-2019-1351,2215,1,0.00242
CVE-2019-1365,1416,2,0.00182
CVE-2019-13734,2215,1,0.00411
CVE-2019-1388,2215,1,0.09549
CVE-2019-1388,2215,1,0.09549
CVE-2019-14205,1098,3,0.06233
CVE-2019-14222,2215,1,0.0141
CVE-2019-14222,2215,1,0.0141
CVE-2019-14224,2215,1,0.00641
CVE-2019-14241,2215,1,0.77412
CVE-2019-14315,2215,1,0.00131
CVE-2019-14471,2215,1,0.00087
CVE-2019-1469,2215,1,0.00049
CVE-2019-14696,593,9,0.0038
CVE-2019-1476,2215,1,0.00065
CVE-2019-1481,2215,1,0.01106
CVE-2019-14812,685,7,0.00159
CVE-2019-14813,2215,1,0.00711
CVE-2019-14863,174,4,0.00066
CVE-2019-14899,2215,1,0.00046
CVE-2019-14974,179,2,0.00151
CVE-2019-14974,179,2,0.00151
CVE-2019-14974,179,2,0.00151
CVE-2019-14994,499,13,0.00158
CVE-2019-14996,2215,1,0.00113
CVE-2019-15004,1098,3,0.00318
CVE-2019-15006,2215,1,0.00225
CVE-2019-15013,2215,1,0.00103
CVE-2019-15043,359,28,0.28071
CVE-2019-15052,2215,1,0.0053
CVE-2019-15109,1416,2,0.00084
CVE-2019-15128,2215,1,0.00063
CVE-2019-15226,2215,1,0.00907
CVE-2019-1543,1416,2,0.02498
CVE-2019-1551,2215,1,0.00218
CVE-2019-15575,2215,1,0.00367
CVE-2019-15577,2215,1,0.00058
CVE-2019-15578,2215,1,0.0009
CVE-2019-15578,2215,1,0.0009
CVE-2019-15581,2215,1,0.0009
CVE-2019-15583,2215,1,0.00178
CVE-2019-15584,2215,1,0.00079
